Entity,Code,Year,Cumulative CO₂ emissions by nation (tonnes),Lat,Lon,sealevel(inches)
Malawi,MWI,1760,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1760,0,4.210484,101.975766,#N/A
Maldives,MDV,1760,0,3.202778,73.22068,#N/A
Mali,MLI,1760,0,17.570692,-3.996166,#N/A
Malta,MLT,1760,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1760,0,7.131474,171.184478,#N/A
Martinique,MTQ,1760,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1760,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1760,0,-20.348404,57.552152,#N/A
Mexico,MEX,1760,0,24,103,#N/A
Middle East,,1760,0,29,43,#N/A
Moldova,MDA,1760,0,47.411631,28.369885,#N/A
Mongolia,MNG,1760,0,46.862496,103.846656,#N/A
Montenegro,MNE,1760,0,42.708678,19.37439,#N/A
Montserrat,MSR,1760,0,16.742498,-62.187366,#N/A
Morocco,MAR,1760,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1760,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1760,0,21.913965,95.956223,#N/A
Namibia,NAM,1760,0,-22.95764,18.49041,#N/A
Nauru,NRU,1760,0,-0.522778,166.931503,#N/A
Nepal,NPL,1760,0,28.394857,84.124008,#N/A
Netherlands,NLD,1760,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1760,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1760,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1760,0,12.865416,-85.207229,#N/A
Niger,NER,1760,0,17.607789,8.081666,#N/A
Nigeria,NGA,1760,0,9.081999,8.675277,#N/A
Niue,NIU,1760,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1760,0,40.4,127.51,#N/A
Norway,NOR,1760,0,60.472024,8.468946,#N/A
Oman,OMN,1760,0,21.512583,55.923255,#N/A
Pakistan,PAK,1760,0,30.375321,69.345116,#N/A
Panama,PAN,1760,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1760,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1760,0,-23.442503,-58.443832,#N/A
Peru,PER,1760,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1760,0,12.879721,121.774017,#N/A
Poland,POL,1760,0,51.919438,19.145136,#N/A
Portugal,PRT,1760,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1760,0,18.220833,-66.590149,#N/A
Qatar,QAT,1760,0,25.354826,51.183884,#N/A
Reunion,REU,1760,0,-21.115141,55.536384,#N/A
Romania,ROU,1760,0,45.943161,24.96676,#N/A
Russia,RUS,1760,0,61.52401,105.318756,#N/A
Rwanda,RWA,1760,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1760,0,-24.143474,-10.030696,#N/A
Samoa,WSM,1760,0,-13.759029,-172.104629,#N/A
Saudi Arabia,SAU,1760,0,23.885942,45.079162,#N/A
Senegal,SEN,1760,0,14.497401,-14.452362,#N/A
Serbia,SRB,1760,0,45,20,#N/A
Seychelles,SYC,1760,0,5,55,#N/A
Singapore,SGP,1760,0,1.352083,103.819836,#N/A
Slovakia,SVK,1760,0,46.151241,14.995463,#N/A
Slovenia,SVN,1760,0,46.151241,14.995463,#N/A
Solomon Islands,SLB,1760,0,10,160,#N/A
Somalia,SOM,1760,0,2,45,#N/A
South Africa,ZAF,1760,0,-30.559482,22.937506,#N/A
South Korea,KOR,1760,0,36,128,#N/A
South Sudan,SSD,1760,0,7,31,#N/A
Spain,ESP,1760,0,40,4,#N/A
Sri Lanka,LKA,1760,0,8,81,#N/A
Sudan,SDN,1760,0,13,30,#N/A
Suriname,SUR,1760,0,3.9193,56,#N/A
Swaziland,,1760,0,27,31,#N/A
Sweden,SWE,1760,0,60,19,#N/A
Switzerland,CHE,1760,0,-26.522503,31.465866,#N/A
Syria,SYR,1760,0,34.802075,38.996815,#N/A
Taiwan,TWN,1760,0,23.69781,120.960515,#N/A
Tajikistan,TJK,1760,0,38.861034,71.276093,#N/A
Tanzania,TZA,1760,0,-6.369028,34.888822,#N/A
Thailand,THA,1760,0,15.870032,100.992541,#N/A
Timor,TLS,1760,0,9,126,#N/A
Togo,TGO,1760,0,8.619543,0.824782,#N/A
Tonga,TON,1760,0,-21.178986,-175.198242,#N/A
Trinidad and Tobago,TTO,1760,0,10.691803,-61.222503,#N/A
Tunisia,TUN,1760,0,33.886917,9.537499,#N/A
Turkey,TUR,1760,0,38.963745,35.243322,#N/A
Turkmenistan,TKM,1760,0,39,60,#N/A
Turks and Caicos Islands,TCA,1760,0,22,72,#N/A
Tuvalu,TUV,1760,0,-7.109535,177.64933,#N/A
Uganda,UGA,1760,0,1.373333,32.290275,#N/A
Ukraine,UKR,1760,0,48.379433,31.16558,#N/A
United Arab Emirates,ARE,1760,0,23,54,#N/A
United Kingdom,GBR,1760,97001770,55,3,#N/A
United States,USA,1760,0,37.09024,-95.712891,#N/A
Uruguay,URY,1760,0,-32.522779,-55.765835,#N/A
Uzbekistan,UZB,1760,0,41.377491,64.585262,#N/A
Vanuatu,VUT,1760,0,-15.376706,166.959158,#N/A
Venezuela,VEN,1760,0,6.42375,-66.58973,#N/A
Vietnam,VNM,1760,0,4.058324,108.277199,#N/A
Yemen,YEM,1760,0,15.552727,48.516388,#N/A
Yugoslavia,OWID_YGS,1760,0,45,20.4573.,#N/A
Zambia,ZMB,1760,0,-13.133897,27.849332,#N/A
Zanzibar,OWID_ZAN,1760,0,-6.136,39.362,#N/A
Zimbabwe,ZWE,1760,0,-19.015438,29.154857,#N/A
Afghanistan,AFG,1761,0,33.93911,67.709953,#N/A
Albania,ALB,1761,0,41.18,19.49,#N/A
Algeria,DZA,1761,0,28.033886,1.659626,#N/A
Andorra,AND,1761,0,42.31,1.32,#N/A
Angola,AGO,1761,0,-11.202692,17.873887,#N/A
Anguilla,AIA,1761,0,18.213,-63.053,#N/A
Antigua and Barbuda,ATG,1761,0,17.2,61.48,#N/A
Argentina,ARG,1761,0,36.3,60,#N/A
Armenia,ARM,1761,0,40.069099,45.038189,#N/A
Aruba,ABW,1761,0,12.52111,-69.968338,#N/A
Australia,AUS,1761,0,-25.274398,133.775136,#N/A
Austria,AUT,1761,0,47.516231,14.550072,#N/A
Azerbaijan,AZE,1761,0,40.143105,47.576927,#N/A
Bahamas,BHS,1761,0,25.05,77.3963,#N/A
Bahrain,BHR,1761,0,25.930414,50.637772,#N/A
Bangladesh,BGD,1761,0,23.684994,90.356331,#N/A
Barbados,BRB,1761,0,13.193887,-59.543198,#N/A
Belarus,BLR,1761,0,53.7098,27.9534,#N/A
Belgium,BEL,1761,0,50.503887,4.469936,#N/A
Belize,BLZ,1761,0,17.1899,88.498,#N/A
Benin,BEN,1761,0,9.30769,2.315834,#N/A
Bermuda,BMU,1761,0,9.30769,2.315834,#N/A
Bhutan,BTN,1761,0,27.514162,90.433601,#N/A
Bolivia,BOL,1761,0,-16.290154,-63.588653,#N/A
Bosnia and Herzegovina,BIH,1761,0,43.916,17.679,#N/A
Botswana,BWA,1761,0,-22.328,24.685,#N/A
Brazil,BRA,1761,0,-14.235004,-51.92528,#N/A
Brunei,BRN,1761,0,4.535277,114.727669,#N/A
Burundi,BDI,1761,0,3,30,#N/A
Cambodia,KHM,1761,0,13,105,#N/A
Cameroon,CMR,1761,0,7.369722,12.354722,#N/A
Canada,CAN,1761,0,56.130366,-106.346771,#N/A
Cayman Islands,CYM,1761,0,19.313,-81.255,#N/A
Chile,CHL,1761,0,35.86166,104.195397,#N/A
China,CHN,1761,0,35.86166,104.195397,#N/A
Christmas Island,CXR,1761,0,-10.447525,105.690449,#N/A
Colombia,COL,1761,0,4.570868,-74.297333,#N/A
Cook Islands,COK,1761,0,-21.236736,-159.777671,#N/A
Costa Rica,CRI,1761,0,9.748917,-83.753428,#N/A
Cote d'Ivoire,CIV,1761,0,7.539989,-5.54708,#N/A
Croatia,HRV,1761,0,45.099,15.2,#N/A
Cuba,CUB,1761,0,21.521757,-77.781167,#N/A
Cyprus,CYP,1761,0,35.126413,33.429859,#N/A
Czech Republic,CZE,1761,0,49.817492,15.472962,#N/A
Denmark,DNK,1761,0,56.26392,9.501785,#N/A
Djibouti,DJI,1761,0,11.825138,42.590275,#N/A
Dominica,DMA,1761,0,15.414999,-61.370976,#N/A
Dominican Republic,DOM,1761,0,18.735693,-70.162651,#N/A
Ecuador,ECU,1761,0,-1.831239,-78.183406,#N/A
Egypt,EGY,1761,0,26.820553,30.802498,#N/A
Eritrea,ERI,1761,0,15.179384,39.782334,#N/A
Estonia,EST,1761,0,58.595272,25.013607,#N/A
Ethiopia,ETH,1761,0,9.145,40.489673,#N/A
Faeroe Islands,FRO,1761,0,61.892635,-6.911806,#N/A
Falkland Islands,FLK,1761,0,-51.796253,-59.523613,#N/A
Fiji,FJI,1761,0,-16.578193,179.414413,#N/A
Finland,FIN,1761,0,61.92411,25.748151,#N/A
France,FRA,1761,0,46.227638,2.213749,#N/A
French Guiana,GUF,1761,0,3.933889,-53.125782,#N/A
Gabon,GAB,1761,0,-0.803689,11.609444,#N/A
Gambia,GMB,1761,0,13.443182,-15.310139,#N/A
Georgia,GEO,1761,0,42.315407,43.356892,#N/A
Germany,DEU,1761,0,51.166,10.452,#N/A
Ghana,GHA,1761,0,7.946527,-1.023194,#N/A
Gibraltar,GIB,1761,0,36.137741,-5.345374,#N/A
Greece,GRC,1761,0,39.074208,21.824312,#N/A
Greenland,GRL,1761,0,71.706936,-42.604303,#N/A
Grenada,GRD,1761,0,12.262776,-61.604171,#N/A
Guadeloupe,GLP,1761,0,16.995971,-62.067641,#N/A
Guatemala,GTM,1761,0,15.783471,-90.230759,#N/A
Guinea,GIN,1761,0,9.945587,-9.696645,#N/A
Guinea-Bissau,GNB,1761,0,11.803749,-15.180413,#N/A
Guyana,GUY,1761,0,4.860416,-58.93018,#N/A
Haiti,HTI,1761,0,18.971187,-72.285215,#N/A
Honduras,HND,1761,0,15.199999,-86.241905,#N/A
Hong Kong,HKG,1761,0,22.396428,114.109497,#N/A
Hungary,HUN,1761,0,47.162494,19.503304,#N/A
Iceland,ISL,1761,0,53.41291,-8.24389,#N/A
India,IND,1761,0,20.593684,78.96288,#N/A
Indonesia,IDN,1761,0,-0.789275,113.921327,#N/A
Iran,IRN,1761,0,32.427908,53.688046,#N/A
Iraq,IRQ,1761,0,33.223191,43.679291,#N/A
Ireland,IRL,1761,0,64.963051,-19.020835,#N/A
Israel,ISR,1761,0,31.046051,34.851612,#N/A
Italy,ITA,1761,0,41.87194,12.56738,#N/A
Jamaica,JAM,1761,0,18.109581,-77.297508,#N/A
Japan,JPN,1761,0,36.204824,138.252924,#N/A
Jordan,JOR,1761,0,30.585164,36.238414,#N/A
Kazakhstan,KAZ,1761,0,48.1,66.927,#N/A
Kenya,KEN,1761,0,-0.023559,37.906193,#N/A
Kiribati,KIR,1761,0,-3.370417,-168.734039,#N/A
Kuwait,KWT,1761,0,29.31166,47.481766,#N/A
Kyrgyzstan,KGZ,1761,0,41.20438,74.766098,#N/A
Laos,LAO,1761,0,19.85627,102.495496,#N/A
Latvia,LVA,1761,0,56.879635,24.603189,#N/A
Lebanon,LBN,1761,0,33.854721,35.862285,#N/A
Lesotho,LSO,1761,0,-29.609988,28.233608,#N/A
Libya,LBY,1761,0,26.3351,17.228331,#N/A
Liechtenstein,LIE,1761,0,47.166,9.555373,#N/A
Lithuania,LTU,1761,0,55.169438,23.881275,#N/A
Luxembourg,LUX,1761,0,49.815273,6.129583,#N/A
Macao,MAC,1761,0,43.750298,7.412841,#N/A
Macedonia,MKD,1761,0,41.608635,21.745275,#N/A
Madagascar,MDG,1761,0,-18.766947,46.869107,#N/A
Malawi,MWI,1761,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1761,0,4.210484,101.975766,#N/A
Maldives,MDV,1761,0,3.202778,73.22068,#N/A
Mali,MLI,1761,0,17.570692,-3.996166,#N/A
Malta,MLT,1761,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1761,0,7.131474,171.184478,#N/A
Martinique,MTQ,1761,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1761,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1761,0,-20.348404,57.552152,#N/A
Mexico,MEX,1761,0,24,103,#N/A
Middle East,,1761,0,29,43,#N/A
Moldova,MDA,1761,0,47.411631,28.369885,#N/A
Mongolia,MNG,1761,0,46.862496,103.846656,#N/A
Montenegro,MNE,1761,0,42.708678,19.37439,#N/A
Montserrat,MSR,1761,0,16.742498,-62.187366,#N/A
Morocco,MAR,1761,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1761,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1761,0,21.913965,95.956223,#N/A
Namibia,NAM,1761,0,-22.95764,18.49041,#N/A
Nauru,NRU,1761,0,-0.522778,166.931503,#N/A
Nepal,NPL,1761,0,28.394857,84.124008,#N/A
Netherlands,NLD,1761,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1761,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1761,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1761,0,12.865416,-85.207229,#N/A
Niger,NER,1761,0,17.607789,8.081666,#N/A
Nigeria,NGA,1761,0,9.081999,8.675277,#N/A
Niue,NIU,1761,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1761,0,40.4,127.51,#N/A
Norway,NOR,1761,0,60.472024,8.468946,#N/A
Oman,OMN,1761,0,21.512583,55.923255,#N/A
Pakistan,PAK,1761,0,30.375321,69.345116,#N/A
Panama,PAN,1761,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1761,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1761,0,-23.442503,-58.443832,#N/A
Peru,PER,1761,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1761,0,12.879721,121.774017,#N/A
Poland,POL,1761,0,51.919438,19.145136,#N/A
Portugal,PRT,1761,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1761,0,18.220833,-66.590149,#N/A
Qatar,QAT,1761,0,25.354826,51.183884,#N/A
Reunion,REU,1761,0,-21.115141,55.536384,#N/A
Romania,ROU,1761,0,45.943161,24.96676,#N/A
Russia,RUS,1761,0,61.52401,105.318756,#N/A
Rwanda,RWA,1761,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1761,0,-24.143474,-10.030696,#N/A
Samoa,WSM,1761,0,-13.759029,-172.104629,#N/A
Saudi Arabia,SAU,1761,0,23.885942,45.079162,#N/A
Senegal,SEN,1761,0,14.497401,-14.452362,#N/A
Serbia,SRB,1761,0,45,20,#N/A
Seychelles,SYC,1761,0,5,55,#N/A
Singapore,SGP,1761,0,1.352083,103.819836,#N/A
Slovakia,SVK,1761,0,46.151241,14.995463,#N/A
Slovenia,SVN,1761,0,46.151241,14.995463,#N/A
Solomon Islands,SLB,1761,0,10,160,#N/A
Somalia,SOM,1761,0,2,45,#N/A
South Africa,ZAF,1761,0,-30.559482,22.937506,#N/A
South Korea,KOR,1761,0,36,128,#N/A
South Sudan,SSD,1761,0,7,31,#N/A
Spain,ESP,1761,0,40,4,#N/A
Sri Lanka,LKA,1761,0,8,81,#N/A
Sudan,SDN,1761,0,13,30,#N/A
Suriname,SUR,1761,0,3.9193,56,#N/A
Swaziland,,1761,0,27,31,#N/A
Sweden,SWE,1761,0,60,19,#N/A
Switzerland,CHE,1761,0,-26.522503,31.465866,#N/A
Syria,SYR,1761,0,34.802075,38.996815,#N/A
Taiwan,TWN,1761,0,23.69781,120.960515,#N/A
Tajikistan,TJK,1761,0,38.861034,71.276093,#N/A
Tanzania,TZA,1761,0,-6.369028,34.888822,#N/A
Thailand,THA,1761,0,15.870032,100.992541,#N/A
Timor,TLS,1761,0,9,126,#N/A
Togo,TGO,1761,0,8.619543,0.824782,#N/A
Tonga,TON,1761,0,-21.178986,-175.198242,#N/A
Trinidad and Tobago,TTO,1761,0,10.691803,-61.222503,#N/A
Tunisia,TUN,1761,0,33.886917,9.537499,#N/A
Turkey,TUR,1761,0,38.963745,35.243322,#N/A
Turkmenistan,TKM,1761,0,39,60,#N/A
Turks and Caicos Islands,TCA,1761,0,22,72,#N/A
Tuvalu,TUV,1761,0,-7.109535,177.64933,#N/A
Uganda,UGA,1761,0,1.373333,32.290275,#N/A
Ukraine,UKR,1761,0,48.379433,31.16558,#N/A
United Arab Emirates,ARE,1761,0,23,54,#N/A
United Kingdom,GBR,1761,107993420,55,3,#N/A
United States,USA,1761,0,37.09024,-95.712891,#N/A
Uruguay,URY,1761,0,-32.522779,-55.765835,#N/A
Uzbekistan,UZB,1761,0,41.377491,64.585262,#N/A
Vanuatu,VUT,1761,0,-15.376706,166.959158,#N/A
Venezuela,VEN,1761,0,6.42375,-66.58973,#N/A
Vietnam,VNM,1761,0,4.058324,108.277199,#N/A
Yemen,YEM,1761,0,15.552727,48.516388,#N/A
Yugoslavia,OWID_YGS,1761,0,45,20.4573.,#N/A
Zambia,ZMB,1761,0,-13.133897,27.849332,#N/A
Zanzibar,OWID_ZAN,1761,0,-6.136,39.362,#N/A
Zimbabwe,ZWE,1761,0,-19.015438,29.154857,#N/A
Afghanistan,AFG,1762,0,33.93911,67.709953,#N/A
Albania,ALB,1762,0,41.18,19.49,#N/A
Algeria,DZA,1762,0,28.033886,1.659626,#N/A
Andorra,AND,1762,0,42.31,1.32,#N/A
Angola,AGO,1762,0,-11.202692,17.873887,#N/A
Anguilla,AIA,1762,0,18.213,-63.053,#N/A
Antigua and Barbuda,ATG,1762,0,17.2,61.48,#N/A
Argentina,ARG,1762,0,36.3,60,#N/A
Armenia,ARM,1762,0,40.069099,45.038189,#N/A
Aruba,ABW,1762,0,12.52111,-69.968338,#N/A
Australia,AUS,1762,0,-25.274398,133.775136,#N/A
Austria,AUT,1762,0,47.516231,14.550072,#N/A
Azerbaijan,AZE,1762,0,40.143105,47.576927,#N/A
Bahamas,BHS,1762,0,25.05,77.3963,#N/A
Bahrain,BHR,1762,0,25.930414,50.637772,#N/A
Bangladesh,BGD,1762,0,23.684994,90.356331,#N/A
Barbados,BRB,1762,0,13.193887,-59.543198,#N/A
Belarus,BLR,1762,0,53.7098,27.9534,#N/A
Belgium,BEL,1762,0,50.503887,4.469936,#N/A
Belize,BLZ,1762,0,17.1899,88.498,#N/A
Benin,BEN,1762,0,9.30769,2.315834,#N/A
Bermuda,BMU,1762,0,9.30769,2.315834,#N/A
Bhutan,BTN,1762,0,27.514162,90.433601,#N/A
Bolivia,BOL,1762,0,-16.290154,-63.588653,#N/A
Bosnia and Herzegovina,BIH,1762,0,43.916,17.679,#N/A
Botswana,BWA,1762,0,-22.328,24.685,#N/A
Brazil,BRA,1762,0,-14.235004,-51.92528,#N/A
Brunei,BRN,1762,0,4.535277,114.727669,#N/A
Burundi,BDI,1762,0,3,30,#N/A
Cambodia,KHM,1762,0,13,105,#N/A
Cameroon,CMR,1762,0,7.369722,12.354722,#N/A
Canada,CAN,1762,0,56.130366,-106.346771,#N/A
Cayman Islands,CYM,1762,0,19.313,-81.255,#N/A
Chile,CHL,1762,0,35.86166,104.195397,#N/A
China,CHN,1762,0,35.86166,104.195397,#N/A
Christmas Island,CXR,1762,0,-10.447525,105.690449,#N/A
Colombia,COL,1762,0,4.570868,-74.297333,#N/A
Cook Islands,COK,1762,0,-21.236736,-159.777671,#N/A
Costa Rica,CRI,1762,0,9.748917,-83.753428,#N/A
Cote d'Ivoire,CIV,1762,0,7.539989,-5.54708,#N/A
Croatia,HRV,1762,0,45.099,15.2,#N/A
Cuba,CUB,1762,0,21.521757,-77.781167,#N/A
Cyprus,CYP,1762,0,35.126413,33.429859,#N/A
Czech Republic,CZE,1762,0,49.817492,15.472962,#N/A
Denmark,DNK,1762,0,56.26392,9.501785,#N/A
Djibouti,DJI,1762,0,11.825138,42.590275,#N/A
Dominica,DMA,1762,0,15.414999,-61.370976,#N/A
Dominican Republic,DOM,1762,0,18.735693,-70.162651,#N/A
Ecuador,ECU,1762,0,-1.831239,-78.183406,#N/A
Egypt,EGY,1762,0,26.820553,30.802498,#N/A
Eritrea,ERI,1762,0,15.179384,39.782334,#N/A
Estonia,EST,1762,0,58.595272,25.013607,#N/A
Ethiopia,ETH,1762,0,9.145,40.489673,#N/A
Faeroe Islands,FRO,1762,0,61.892635,-6.911806,#N/A
Falkland Islands,FLK,1762,0,-51.796253,-59.523613,#N/A
Fiji,FJI,1762,0,-16.578193,179.414413,#N/A
Finland,FIN,1762,0,61.92411,25.748151,#N/A
France,FRA,1762,0,46.227638,2.213749,#N/A
French Guiana,GUF,1762,0,3.933889,-53.125782,#N/A
Gabon,GAB,1762,0,-0.803689,11.609444,#N/A
Gambia,GMB,1762,0,13.443182,-15.310139,#N/A
Georgia,GEO,1762,0,42.315407,43.356892,#N/A
Germany,DEU,1762,0,51.166,10.452,#N/A
Ghana,GHA,1762,0,7.946527,-1.023194,#N/A
Gibraltar,GIB,1762,0,36.137741,-5.345374,#N/A
Greece,GRC,1762,0,39.074208,21.824312,#N/A
Greenland,GRL,1762,0,71.706936,-42.604303,#N/A
Grenada,GRD,1762,0,12.262776,-61.604171,#N/A
Guadeloupe,GLP,1762,0,16.995971,-62.067641,#N/A
Guatemala,GTM,1762,0,15.783471,-90.230759,#N/A
Guinea,GIN,1762,0,9.945587,-9.696645,#N/A
Guinea-Bissau,GNB,1762,0,11.803749,-15.180413,#N/A
Guyana,GUY,1762,0,4.860416,-58.93018,#N/A
Haiti,HTI,1762,0,18.971187,-72.285215,#N/A
Honduras,HND,1762,0,15.199999,-86.241905,#N/A
Hong Kong,HKG,1762,0,22.396428,114.109497,#N/A
Hungary,HUN,1762,0,47.162494,19.503304,#N/A
Iceland,ISL,1762,0,53.41291,-8.24389,#N/A
India,IND,1762,0,20.593684,78.96288,#N/A
Indonesia,IDN,1762,0,-0.789275,113.921327,#N/A
Iran,IRN,1762,0,32.427908,53.688046,#N/A
Iraq,IRQ,1762,0,33.223191,43.679291,#N/A
Ireland,IRL,1762,0,64.963051,-19.020835,#N/A
Israel,ISR,1762,0,31.046051,34.851612,#N/A
Italy,ITA,1762,0,41.87194,12.56738,#N/A
Jamaica,JAM,1762,0,18.109581,-77.297508,#N/A
Japan,JPN,1762,0,36.204824,138.252924,#N/A
Jordan,JOR,1762,0,30.585164,36.238414,#N/A
Kazakhstan,KAZ,1762,0,48.1,66.927,#N/A
Kenya,KEN,1762,0,-0.023559,37.906193,#N/A
Kiribati,KIR,1762,0,-3.370417,-168.734039,#N/A
Kuwait,KWT,1762,0,29.31166,47.481766,#N/A
Kyrgyzstan,KGZ,1762,0,41.20438,74.766098,#N/A
Laos,LAO,1762,0,19.85627,102.495496,#N/A
Latvia,LVA,1762,0,56.879635,24.603189,#N/A
Lebanon,LBN,1762,0,33.854721,35.862285,#N/A
Lesotho,LSO,1762,0,-29.609988,28.233608,#N/A
Libya,LBY,1762,0,26.3351,17.228331,#N/A
Liechtenstein,LIE,1762,0,47.166,9.555373,#N/A
Lithuania,LTU,1762,0,55.169438,23.881275,#N/A
Luxembourg,LUX,1762,0,49.815273,6.129583,#N/A
Macao,MAC,1762,0,43.750298,7.412841,#N/A
Macedonia,MKD,1762,0,41.608635,21.745275,#N/A
Madagascar,MDG,1762,0,-18.766947,46.869107,#N/A
Malawi,MWI,1762,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1762,0,4.210484,101.975766,#N/A
Maldives,MDV,1762,0,3.202778,73.22068,#N/A
Mali,MLI,1762,0,17.570692,-3.996166,#N/A
Malta,MLT,1762,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1762,0,7.131474,171.184478,#N/A
Martinique,MTQ,1762,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1762,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1762,0,-20.348404,57.552152,#N/A
Mexico,MEX,1762,0,24,103,#N/A
Middle East,,1762,0,29,43,#N/A
Moldova,MDA,1762,0,47.411631,28.369885,#N/A
Mongolia,MNG,1762,0,46.862496,103.846656,#N/A
Montenegro,MNE,1762,0,42.708678,19.37439,#N/A
Montserrat,MSR,1762,0,16.742498,-62.187366,#N/A
Morocco,MAR,1762,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1762,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1762,0,21.913965,95.956223,#N/A
Namibia,NAM,1762,0,-22.95764,18.49041,#N/A
Nauru,NRU,1762,0,-0.522778,166.931503,#N/A
Nepal,NPL,1762,0,28.394857,84.124008,#N/A
Netherlands,NLD,1762,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1762,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1762,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1762,0,12.865416,-85.207229,#N/A
Niger,NER,1762,0,17.607789,8.081666,#N/A
Nigeria,NGA,1762,0,9.081999,8.675277,#N/A
Niue,NIU,1762,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1762,0,40.4,127.51,#N/A
Norway,NOR,1762,0,60.472024,8.468946,#N/A
Oman,OMN,1762,0,21.512583,55.923255,#N/A
Pakistan,PAK,1762,0,30.375321,69.345116,#N/A
Panama,PAN,1762,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1762,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1762,0,-23.442503,-58.443832,#N/A
Peru,PER,1762,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1762,0,12.879721,121.774017,#N/A
Poland,POL,1762,0,51.919438,19.145136,#N/A
Portugal,PRT,1762,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1762,0,18.220833,-66.590149,#N/A
Qatar,QAT,1762,0,25.354826,51.183884,#N/A
Reunion,REU,1762,0,-21.115141,55.536384,#N/A
Romania,ROU,1762,0,45.943161,24.96676,#N/A
Russia,RUS,1762,0,61.52401,105.318756,#N/A
Rwanda,RWA,1762,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1762,0,-24.143474,-10.030696,#N/A
Samoa,WSM,1762,0,-13.759029,-172.104629,#N/A
Saudi Arabia,SAU,1762,0,23.885942,45.079162,#N/A
Senegal,SEN,1762,0,14.497401,-14.452362,#N/A
Serbia,SRB,1762,0,45,20,#N/A
Seychelles,SYC,1762,0,5,55,#N/A
Singapore,SGP,1762,0,1.352083,103.819836,#N/A
Slovakia,SVK,1762,0,46.151241,14.995463,#N/A
Slovenia,SVN,1762,0,46.151241,14.995463,#N/A
Solomon Islands,SLB,1762,0,10,160,#N/A
Somalia,SOM,1762,0,2,45,#N/A
South Africa,ZAF,1762,0,-30.559482,22.937506,#N/A
South Korea,KOR,1762,0,36,128,#N/A
South Sudan,SSD,1762,0,7,31,#N/A
Spain,ESP,1762,0,40,4,#N/A
Sri Lanka,LKA,1762,0,8,81,#N/A
Sudan,SDN,1762,0,13,30,#N/A
Suriname,SUR,1762,0,3.9193,56,#N/A
Swaziland,,1762,0,27,31,#N/A
Sweden,SWE,1762,0,60,19,#N/A
Switzerland,CHE,1762,0,-26.522503,31.465866,#N/A
Syria,SYR,1762,0,34.802075,38.996815,#N/A
Taiwan,TWN,1762,0,23.69781,120.960515,#N/A
Tajikistan,TJK,1762,0,38.861034,71.276093,#N/A
Tanzania,TZA,1762,0,-6.369028,34.888822,#N/A
Thailand,THA,1762,0,15.870032,100.992541,#N/A
Timor,TLS,1762,0,9,126,#N/A
Togo,TGO,1762,0,8.619543,0.824782,#N/A
Tonga,TON,1762,0,-21.178986,-175.198242,#N/A
Trinidad and Tobago,TTO,1762,0,10.691803,-61.222503,#N/A
Tunisia,TUN,1762,0,33.886917,9.537499,#N/A
Turkey,TUR,1762,0,38.963745,35.243322,#N/A
Turkmenistan,TKM,1762,0,39,60,#N/A
