Entity,Code,Year,Cumulative CO₂ emissions by nation (tonnes),Lat,Lon,sealevel(inches)
Hong Kong,HKG,1753,0,22.396428,114.109497,#N/A
Hungary,HUN,1753,0,47.162494,19.503304,#N/A
Iceland,ISL,1753,0,53.41291,-8.24389,#N/A
India,IND,1753,0,20.593684,78.96288,#N/A
Indonesia,IDN,1753,0,-0.789275,113.921327,#N/A
Iran,IRN,1753,0,32.427908,53.688046,#N/A
Iraq,IRQ,1753,0,33.223191,43.679291,#N/A
Ireland,IRL,1753,0,64.963051,-19.020835,#N/A
Israel,ISR,1753,0,31.046051,34.851612,#N/A
Italy,ITA,1753,0,41.87194,12.56738,#N/A
Jamaica,JAM,1753,0,18.109581,-77.297508,#N/A
Japan,JPN,1753,0,36.204824,138.252924,#N/A
Jordan,JOR,1753,0,30.585164,36.238414,#N/A
Kazakhstan,KAZ,1753,0,48.1,66.927,#N/A
Kenya,KEN,1753,0,-0.023559,37.906193,#N/A
Kiribati,KIR,1753,0,-3.370417,-168.734039,#N/A
Kuwait,KWT,1753,0,29.31166,47.481766,#N/A
Kyrgyzstan,KGZ,1753,0,41.20438,74.766098,#N/A
Laos,LAO,1753,0,19.85627,102.495496,#N/A
Latvia,LVA,1753,0,56.879635,24.603189,#N/A
Lebanon,LBN,1753,0,33.854721,35.862285,#N/A
Lesotho,LSO,1753,0,-29.609988,28.233608,#N/A
Libya,LBY,1753,0,26.3351,17.228331,#N/A
Liechtenstein,LIE,1753,0,47.166,9.555373,#N/A
Lithuania,LTU,1753,0,55.169438,23.881275,#N/A
Luxembourg,LUX,1753,0,49.815273,6.129583,#N/A
Macao,MAC,1753,0,43.750298,7.412841,#N/A
Macedonia,MKD,1753,0,41.608635,21.745275,#N/A
Madagascar,MDG,1753,0,-18.766947,46.869107,#N/A
Malawi,MWI,1753,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1753,0,4.210484,101.975766,#N/A
Maldives,MDV,1753,0,3.202778,73.22068,#N/A
Mali,MLI,1753,0,17.570692,-3.996166,#N/A
Malta,MLT,1753,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1753,0,7.131474,171.184478,#N/A
Martinique,MTQ,1753,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1753,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1753,0,-20.348404,57.552152,#N/A
Mexico,MEX,1753,0,24,103,#N/A
Middle East,,1753,0,29,43,#N/A
Moldova,MDA,1753,0,47.411631,28.369885,#N/A
Mongolia,MNG,1753,0,46.862496,103.846656,#N/A
Montenegro,MNE,1753,0,42.708678,19.37439,#N/A
Montserrat,MSR,1753,0,16.742498,-62.187366,#N/A
Morocco,MAR,1753,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1753,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1753,0,21.913965,95.956223,#N/A
Namibia,NAM,1753,0,-22.95764,18.49041,#N/A
Nauru,NRU,1753,0,-0.522778,166.931503,#N/A
Nepal,NPL,1753,0,28.394857,84.124008,#N/A
Netherlands,NLD,1753,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1753,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1753,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1753,0,12.865416,-85.207229,#N/A
Niger,NER,1753,0,17.607789,8.081666,#N/A
Nigeria,NGA,1753,0,9.081999,8.675277,#N/A
Niue,NIU,1753,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1753,0,40.4,127.51,#N/A
Norway,NOR,1753,0,60.472024,8.468946,#N/A
Oman,OMN,1753,0,21.512583,55.923255,#N/A
Pakistan,PAK,1753,0,30.375321,69.345116,#N/A
Panama,PAN,1753,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1753,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1753,0,-23.442503,-58.443832,#N/A
Peru,PER,1753,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1753,0,12.879721,121.774017,#N/A
Poland,POL,1753,0,51.919438,19.145136,#N/A
Portugal,PRT,1753,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1753,0,18.220833,-66.590149,#N/A
Qatar,QAT,1753,0,25.354826,51.183884,#N/A
Reunion,REU,1753,0,-21.115141,55.536384,#N/A
Romania,ROU,1753,0,45.943161,24.96676,#N/A
Russia,RUS,1753,0,61.52401,105.318756,#N/A
Rwanda,RWA,1753,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1753,0,-24.143474,-10.030696,#N/A
Samoa,WSM,1753,0,-13.759029,-172.104629,#N/A
Saudi Arabia,SAU,1753,0,23.885942,45.079162,#N/A
Senegal,SEN,1753,0,14.497401,-14.452362,#N/A
Serbia,SRB,1753,0,45,20,#N/A
Seychelles,SYC,1753,0,5,55,#N/A
Singapore,SGP,1753,0,1.352083,103.819836,#N/A
Slovakia,SVK,1753,0,46.151241,14.995463,#N/A
Slovenia,SVN,1753,0,46.151241,14.995463,#N/A
Solomon Islands,SLB,1753,0,10,160,#N/A
Somalia,SOM,1753,0,2,45,#N/A
South Africa,ZAF,1753,0,-30.559482,22.937506,#N/A
South Korea,KOR,1753,0,36,128,#N/A
South Sudan,SSD,1753,0,7,31,#N/A
Spain,ESP,1753,0,40,4,#N/A
Sri Lanka,LKA,1753,0,8,81,#N/A
Sudan,SDN,1753,0,13,30,#N/A
Suriname,SUR,1753,0,3.9193,56,#N/A
Swaziland,,1753,0,27,31,#N/A
Sweden,SWE,1753,0,60,19,#N/A
Switzerland,CHE,1753,0,-26.522503,31.465866,#N/A
Syria,SYR,1753,0,34.802075,38.996815,#N/A
Taiwan,TWN,1753,0,23.69781,120.960515,#N/A
Tajikistan,TJK,1753,0,38.861034,71.276093,#N/A
Tanzania,TZA,1753,0,-6.369028,34.888822,#N/A
Thailand,THA,1753,0,15.870032,100.992541,#N/A
Timor,TLS,1753,0,9,126,#N/A
Togo,TGO,1753,0,8.619543,0.824782,#N/A
Tonga,TON,1753,0,-21.178986,-175.198242,#N/A
Trinidad and Tobago,TTO,1753,0,10.691803,-61.222503,#N/A
Tunisia,TUN,1753,0,33.886917,9.537499,#N/A
Turkey,TUR,1753,0,38.963745,35.243322,#N/A
Turkmenistan,TKM,1753,0,39,60,#N/A
Turks and Caicos Islands,TCA,1753,0,22,72,#N/A
Tuvalu,TUV,1753,0,-7.109535,177.64933,#N/A
Uganda,UGA,1753,0,1.373333,32.290275,#N/A
Ukraine,UKR,1753,0,48.379433,31.16558,#N/A
United Arab Emirates,ARE,1753,0,23,54,#N/A
United Kingdom,GBR,1753,28104860,55,3,#N/A
United States,USA,1753,0,37.09024,-95.712891,#N/A
Uruguay,URY,1753,0,-32.522779,-55.765835,#N/A
Uzbekistan,UZB,1753,0,41.377491,64.585262,#N/A
Vanuatu,VUT,1753,0,-15.376706,166.959158,#N/A
Venezuela,VEN,1753,0,6.42375,-66.58973,#N/A
Vietnam,VNM,1753,0,4.058324,108.277199,#N/A
Yemen,YEM,1753,0,15.552727,48.516388,#N/A
Yugoslavia,OWID_YGS,1753,0,45,20.4573.,#N/A
Zambia,ZMB,1753,0,-13.133897,27.849332,#N/A
Zanzibar,OWID_ZAN,1753,0,-6.136,39.362,#N/A
Zimbabwe,ZWE,1753,0,-19.015438,29.154857,#N/A
Afghanistan,AFG,1754,0,33.93911,67.709953,#N/A
Albania,ALB,1754,0,41.18,19.49,#N/A
Algeria,DZA,1754,0,28.033886,1.659626,#N/A
Andorra,AND,1754,0,42.31,1.32,#N/A
Angola,AGO,1754,0,-11.202692,17.873887,#N/A
Anguilla,AIA,1754,0,18.213,-63.053,#N/A
Antigua and Barbuda,ATG,1754,0,17.2,61.48,#N/A
Argentina,ARG,1754,0,36.3,60,#N/A
Armenia,ARM,1754,0,40.069099,45.038189,#N/A
Aruba,ABW,1754,0,12.52111,-69.968338,#N/A
Australia,AUS,1754,0,-25.274398,133.775136,#N/A
Austria,AUT,1754,0,47.516231,14.550072,#N/A
Azerbaijan,AZE,1754,0,40.143105,47.576927,#N/A
Bahamas,BHS,1754,0,25.05,77.3963,#N/A
Bahrain,BHR,1754,0,25.930414,50.637772,#N/A
Bangladesh,BGD,1754,0,23.684994,90.356331,#N/A
Barbados,BRB,1754,0,13.193887,-59.543198,#N/A
Belarus,BLR,1754,0,53.7098,27.9534,#N/A
Belgium,BEL,1754,0,50.503887,4.469936,#N/A
Belize,BLZ,1754,0,17.1899,88.498,#N/A
Benin,BEN,1754,0,9.30769,2.315834,#N/A
Bermuda,BMU,1754,0,9.30769,2.315834,#N/A
Bhutan,BTN,1754,0,27.514162,90.433601,#N/A
Bolivia,BOL,1754,0,-16.290154,-63.588653,#N/A
Bosnia and Herzegovina,BIH,1754,0,43.916,17.679,#N/A
Botswana,BWA,1754,0,-22.328,24.685,#N/A
Brazil,BRA,1754,0,-14.235004,-51.92528,#N/A
Brunei,BRN,1754,0,4.535277,114.727669,#N/A
Burundi,BDI,1754,0,3,30,#N/A
Cambodia,KHM,1754,0,13,105,#N/A
Cameroon,CMR,1754,0,7.369722,12.354722,#N/A
Canada,CAN,1754,0,56.130366,-106.346771,#N/A
Cayman Islands,CYM,1754,0,19.313,-81.255,#N/A
Chile,CHL,1754,0,35.86166,104.195397,#N/A
China,CHN,1754,0,35.86166,104.195397,#N/A
Christmas Island,CXR,1754,0,-10.447525,105.690449,#N/A
Colombia,COL,1754,0,4.570868,-74.297333,#N/A
Cook Islands,COK,1754,0,-21.236736,-159.777671,#N/A
Costa Rica,CRI,1754,0,9.748917,-83.753428,#N/A
Cote d'Ivoire,CIV,1754,0,7.539989,-5.54708,#N/A
Croatia,HRV,1754,0,45.099,15.2,#N/A
Cuba,CUB,1754,0,21.521757,-77.781167,#N/A
Cyprus,CYP,1754,0,35.126413,33.429859,#N/A
Czech Republic,CZE,1754,0,49.817492,15.472962,#N/A
Denmark,DNK,1754,0,56.26392,9.501785,#N/A
Djibouti,DJI,1754,0,11.825138,42.590275,#N/A
Dominica,DMA,1754,0,15.414999,-61.370976,#N/A
Dominican Republic,DOM,1754,0,18.735693,-70.162651,#N/A
Ecuador,ECU,1754,0,-1.831239,-78.183406,#N/A
Egypt,EGY,1754,0,26.820553,30.802498,#N/A
Eritrea,ERI,1754,0,15.179384,39.782334,#N/A
Estonia,EST,1754,0,58.595272,25.013607,#N/A
Ethiopia,ETH,1754,0,9.145,40.489673,#N/A
Faeroe Islands,FRO,1754,0,61.892635,-6.911806,#N/A
Falkland Islands,FLK,1754,0,-51.796253,-59.523613,#N/A
Fiji,FJI,1754,0,-16.578193,179.414413,#N/A
Finland,FIN,1754,0,61.92411,25.748151,#N/A
France,FRA,1754,0,46.227638,2.213749,#N/A
French Guiana,GUF,1754,0,3.933889,-53.125782,#N/A
Gabon,GAB,1754,0,-0.803689,11.609444,#N/A
Gambia,GMB,1754,0,13.443182,-15.310139,#N/A
Georgia,GEO,1754,0,42.315407,43.356892,#N/A
Germany,DEU,1754,0,51.166,10.452,#N/A
Ghana,GHA,1754,0,7.946527,-1.023194,#N/A
Gibraltar,GIB,1754,0,36.137741,-5.345374,#N/A
Greece,GRC,1754,0,39.074208,21.824312,#N/A
Greenland,GRL,1754,0,71.706936,-42.604303,#N/A
Grenada,GRD,1754,0,12.262776,-61.604171,#N/A
Guadeloupe,GLP,1754,0,16.995971,-62.067641,#N/A
Guatemala,GTM,1754,0,15.783471,-90.230759,#N/A
Guinea,GIN,1754,0,9.945587,-9.696645,#N/A
Guinea-Bissau,GNB,1754,0,11.803749,-15.180413,#N/A
Guyana,GUY,1754,0,4.860416,-58.93018,#N/A
Haiti,HTI,1754,0,18.971187,-72.285215,#N/A
Honduras,HND,1754,0,15.199999,-86.241905,#N/A
Hong Kong,HKG,1754,0,22.396428,114.109497,#N/A
Hungary,HUN,1754,0,47.162494,19.503304,#N/A
Iceland,ISL,1754,0,53.41291,-8.24389,#N/A
India,IND,1754,0,20.593684,78.96288,#N/A
Indonesia,IDN,1754,0,-0.789275,113.921327,#N/A
Iran,IRN,1754,0,32.427908,53.688046,#N/A
Iraq,IRQ,1754,0,33.223191,43.679291,#N/A
Ireland,IRL,1754,0,64.963051,-19.020835,#N/A
Israel,ISR,1754,0,31.046051,34.851612,#N/A
Italy,ITA,1754,0,41.87194,12.56738,#N/A
Jamaica,JAM,1754,0,18.109581,-77.297508,#N/A
Japan,JPN,1754,0,36.204824,138.252924,#N/A
Jordan,JOR,1754,0,30.585164,36.238414,#N/A
Kazakhstan,KAZ,1754,0,48.1,66.927,#N/A
Kenya,KEN,1754,0,-0.023559,37.906193,#N/A
Kiribati,KIR,1754,0,-3.370417,-168.734039,#N/A
Kuwait,KWT,1754,0,29.31166,47.481766,#N/A
Kyrgyzstan,KGZ,1754,0,41.20438,74.766098,#N/A
Laos,LAO,1754,0,19.85627,102.495496,#N/A
Latvia,LVA,1754,0,56.879635,24.603189,#N/A
Lebanon,LBN,1754,0,33.854721,35.862285,#N/A
Lesotho,LSO,1754,0,-29.609988,28.233608,#N/A
Libya,LBY,1754,0,26.3351,17.228331,#N/A
Liechtenstein,LIE,1754,0,47.166,9.555373,#N/A
Lithuania,LTU,1754,0,55.169438,23.881275,#N/A
Luxembourg,LUX,1754,0,49.815273,6.129583,#N/A
Macao,MAC,1754,0,43.750298,7.412841,#N/A
Macedonia,MKD,1754,0,41.608635,21.745275,#N/A
Madagascar,MDG,1754,0,-18.766947,46.869107,#N/A
Malawi,MWI,1754,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1754,0,4.210484,101.975766,#N/A
Maldives,MDV,1754,0,3.202778,73.22068,#N/A
Mali,MLI,1754,0,17.570692,-3.996166,#N/A
Malta,MLT,1754,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1754,0,7.131474,171.184478,#N/A
Martinique,MTQ,1754,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1754,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1754,0,-20.348404,57.552152,#N/A
Mexico,MEX,1754,0,24,103,#N/A
Middle East,,1754,0,29,43,#N/A
Moldova,MDA,1754,0,47.411631,28.369885,#N/A
Mongolia,MNG,1754,0,46.862496,103.846656,#N/A
Montenegro,MNE,1754,0,42.708678,19.37439,#N/A
Montserrat,MSR,1754,0,16.742498,-62.187366,#N/A
Morocco,MAR,1754,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1754,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1754,0,21.913965,95.956223,#N/A
Namibia,NAM,1754,0,-22.95764,18.49041,#N/A
Nauru,NRU,1754,0,-0.522778,166.931503,#N/A
Nepal,NPL,1754,0,28.394857,84.124008,#N/A
Netherlands,NLD,1754,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1754,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1754,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1754,0,12.865416,-85.207229,#N/A
Niger,NER,1754,0,17.607789,8.081666,#N/A
Nigeria,NGA,1754,0,9.081999,8.675277,#N/A
Niue,NIU,1754,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1754,0,40.4,127.51,#N/A
Norway,NOR,1754,0,60.472024,8.468946,#N/A
Oman,OMN,1754,0,21.512583,55.923255,#N/A
Pakistan,PAK,1754,0,30.375321,69.345116,#N/A
Panama,PAN,1754,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1754,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1754,0,-23.442503,-58.443832,#N/A
Peru,PER,1754,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1754,0,12.879721,121.774017,#N/A
Poland,POL,1754,0,51.919438,19.145136,#N/A
Portugal,PRT,1754,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1754,0,18.220833,-66.590149,#N/A
Qatar,QAT,1754,0,25.354826,51.183884,#N/A
Reunion,REU,1754,0,-21.115141,55.536384,#N/A
Romania,ROU,1754,0,45.943161,24.96676,#N/A
Russia,RUS,1754,0,61.52401,105.318756,#N/A
Rwanda,RWA,1754,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1754,0,-24.143474,-10.030696,#N/A
Samoa,WSM,1754,0,-13.759029,-172.104629,#N/A
Saudi Arabia,SAU,1754,0,23.885942,45.079162,#N/A
Senegal,SEN,1754,0,14.497401,-14.452362,#N/A
Serbia,SRB,1754,0,45,20,#N/A
Seychelles,SYC,1754,0,5,55,#N/A
Singapore,SGP,1754,0,1.352083,103.819836,#N/A
Slovakia,SVK,1754,0,46.151241,14.995463,#N/A
Slovenia,SVN,1754,0,46.151241,14.995463,#N/A
Solomon Islands,SLB,1754,0,10,160,#N/A
Somalia,SOM,1754,0,2,45,#N/A
South Africa,ZAF,1754,0,-30.559482,22.937506,#N/A
South Korea,KOR,1754,0,36,128,#N/A
South Sudan,SSD,1754,0,7,31,#N/A
Spain,ESP,1754,0,40,4,#N/A
Sri Lanka,LKA,1754,0,8,81,#N/A
Sudan,SDN,1754,0,13,30,#N/A
Suriname,SUR,1754,0,3.9193,56,#N/A
Swaziland,,1754,0,27,31,#N/A
Sweden,SWE,1754,0,60,19,#N/A
Switzerland,CHE,1754,0,-26.522503,31.465866,#N/A
Syria,SYR,1754,0,34.802075,38.996815,#N/A
Taiwan,TWN,1754,0,23.69781,120.960515,#N/A
Tajikistan,TJK,1754,0,38.861034,71.276093,#N/A
Tanzania,TZA,1754,0,-6.369028,34.888822,#N/A
Thailand,THA,1754,0,15.870032,100.992541,#N/A
Timor,TLS,1754,0,9,126,#N/A
Togo,TGO,1754,0,8.619543,0.824782,#N/A
Tonga,TON,1754,0,-21.178986,-175.198242,#N/A
Trinidad and Tobago,TTO,1754,0,10.691803,-61.222503,#N/A
Tunisia,TUN,1754,0,33.886917,9.537499,#N/A
Turkey,TUR,1754,0,38.963745,35.243322,#N/A
Turkmenistan,TKM,1754,0,39,60,#N/A
Turks and Caicos Islands,TCA,1754,0,22,72,#N/A
Tuvalu,TUV,1754,0,-7.109535,177.64933,#N/A
Uganda,UGA,1754,0,1.373333,32.290275,#N/A
Ukraine,UKR,1754,0,48.379433,31.16558,#N/A
United Arab Emirates,ARE,1754,0,23,54,#N/A
United Kingdom,GBR,1754,37478040,55,3,#N/A
United States,USA,1754,0,37.09024,-95.712891,#N/A
Uruguay,URY,1754,0,-32.522779,-55.765835,#N/A
Uzbekistan,UZB,1754,0,41.377491,64.585262,#N/A
Vanuatu,VUT,1754,0,-15.376706,166.959158,#N/A
Venezuela,VEN,1754,0,6.42375,-66.58973,#N/A
Vietnam,VNM,1754,0,4.058324,108.277199,#N/A
Yemen,YEM,1754,0,15.552727,48.516388,#N/A
Yugoslavia,OWID_YGS,1754,0,45,20.4573.,#N/A
Zambia,ZMB,1754,0,-13.133897,27.849332,#N/A
Zanzibar,OWID_ZAN,1754,0,-6.136,39.362,#N/A
Zimbabwe,ZWE,1754,0,-19.015438,29.154857,#N/A
Afghanistan,AFG,1755,0,33.93911,67.709953,#N/A
Albania,ALB,1755,0,41.18,19.49,#N/A
Algeria,DZA,1755,0,28.033886,1.659626,#N/A
Andorra,AND,1755,0,42.31,1.32,#N/A
Angola,AGO,1755,0,-11.202692,17.873887,#N/A
Anguilla,AIA,1755,0,18.213,-63.053,#N/A
Antigua and Barbuda,ATG,1755,0,17.2,61.48,#N/A
Argentina,ARG,1755,0,36.3,60,#N/A
Armenia,ARM,1755,0,40.069099,45.038189,#N/A
Aruba,ABW,1755,0,12.52111,-69.968338,#N/A
Australia,AUS,1755,0,-25.274398,133.775136,#N/A
Austria,AUT,1755,0,47.516231,14.550072,#N/A
Azerbaijan,AZE,1755,0,40.143105,47.576927,#N/A
Bahamas,BHS,1755,0,25.05,77.3963,#N/A
Bahrain,BHR,1755,0,25.930414,50.637772,#N/A
Bangladesh,BGD,1755,0,23.684994,90.356331,#N/A
Barbados,BRB,1755,0,13.193887,-59.543198,#N/A
Belarus,BLR,1755,0,53.7098,27.9534,#N/A
Belgium,BEL,1755,0,50.503887,4.469936,#N/A
Belize,BLZ,1755,0,17.1899,88.498,#N/A
Benin,BEN,1755,0,9.30769,2.315834,#N/A
Bermuda,BMU,1755,0,9.30769,2.315834,#N/A
Bhutan,BTN,1755,0,27.514162,90.433601,#N/A
Bolivia,BOL,1755,0,-16.290154,-63.588653,#N/A
Bosnia and Herzegovina,BIH,1755,0,43.916,17.679,#N/A
Botswana,BWA,1755,0,-22.328,24.685,#N/A
Brazil,BRA,1755,0,-14.235004,-51.92528,#N/A
Brunei,BRN,1755,0,4.535277,114.727669,#N/A
Burundi,BDI,1755,0,3,30,#N/A
Cambodia,KHM,1755,0,13,105,#N/A
Cameroon,CMR,1755,0,7.369722,12.354722,#N/A
Canada,CAN,1755,0,56.130366,-106.346771,#N/A
Cayman Islands,CYM,1755,0,19.313,-81.255,#N/A
Chile,CHL,1755,0,35.86166,104.195397,#N/A
China,CHN,1755,0,35.86166,104.195397,#N/A
Christmas Island,CXR,1755,0,-10.447525,105.690449,#N/A
Colombia,COL,1755,0,4.570868,-74.297333,#N/A
Cook Islands,COK,1755,0,-21.236736,-159.777671,#N/A
Costa Rica,CRI,1755,0,9.748917,-83.753428,#N/A
Cote d'Ivoire,CIV,1755,0,7.539989,-5.54708,#N/A
Croatia,HRV,1755,0,45.099,15.2,#N/A
Cuba,CUB,1755,0,21.521757,-77.781167,#N/A
Cyprus,CYP,1755,0,35.126413,33.429859,#N/A
Czech Republic,CZE,1755,0,49.817492,15.472962,#N/A
Denmark,DNK,1755,0,56.26392,9.501785,#N/A
Djibouti,DJI,1755,0,11.825138,42.590275,#N/A
Dominica,DMA,1755,0,15.414999,-61.370976,#N/A
Dominican Republic,DOM,1755,0,18.735693,-70.162651,#N/A
Ecuador,ECU,1755,0,-1.831239,-78.183406,#N/A
Egypt,EGY,1755,0,26.820553,30.802498,#N/A
Eritrea,ERI,1755,0,15.179384,39.782334,#N/A
Estonia,EST,1755,0,58.595272,25.013607,#N/A
Ethiopia,ETH,1755,0,9.145,40.489673,#N/A
Faeroe Islands,FRO,1755,0,61.892635,-6.911806,#N/A
Falkland Islands,FLK,1755,0,-51.796253,-59.523613,#N/A
Fiji,FJI,1755,0,-16.578193,179.414413,#N/A
Finland,FIN,1755,0,61.92411,25.748151,#N/A
France,FRA,1755,0,46.227638,2.213749,#N/A
French Guiana,GUF,1755,0,3.933889,-53.125782,#N/A
Gabon,GAB,1755,0,-0.803689,11.609444,#N/A
Gambia,GMB,1755,0,13.443182,-15.310139,#N/A
Georgia,GEO,1755,0,42.315407,43.356892,#N/A
Germany,DEU,1755,0,51.166,10.452,#N/A
Ghana,GHA,1755,0,7.946527,-1.023194,#N/A
Gibraltar,GIB,1755,0,36.137741,-5.345374,#N/A
Greece,GRC,1755,0,39.074208,21.824312,#N/A
Greenland,GRL,1755,0,71.706936,-42.604303,#N/A
Grenada,GRD,1755,0,12.262776,-61.604171,#N/A
Guadeloupe,GLP,1755,0,16.995971,-62.067641,#N/A
Guatemala,GTM,1755,0,15.783471,-90.230759,#N/A
Guinea,GIN,1755,0,9.945587,-9.696645,#N/A
Guinea-Bissau,GNB,1755,0,11.803749,-15.180413,#N/A
Guyana,GUY,1755,0,4.860416,-58.93018,#N/A
Haiti,HTI,1755,0,18.971187,-72.285215,#N/A
Honduras,HND,1755,0,15.199999,-86.241905,#N/A
Hong Kong,HKG,1755,0,22.396428,114.109497,#N/A
Hungary,HUN,1755,0,47.162494,19.503304,#N/A
Iceland,ISL,1755,0,53.41291,-8.24389,#N/A
India,IND,1755,0,20.593684,78.96288,#N/A
Indonesia,IDN,1755,0,-0.789275,113.921327,#N/A
Iran,IRN,1755,0,32.427908,53.688046,#N/A
Iraq,IRQ,1755,0,33.223191,43.679291,#N/A
Ireland,IRL,1755,0,64.963051,-19.020835,#N/A
Israel,ISR,1755,0,31.046051,34.851612,#N/A
Italy,ITA,1755,0,41.87194,12.56738,#N/A
Jamaica,JAM,1755,0,18.109581,-77.297508,#N/A
Japan,JPN,1755,0,36.204824,138.252924,#N/A
Jordan,JOR,1755,0,30.585164,36.238414,#N/A
Kazakhstan,KAZ,1755,0,48.1,66.927,#N/A
Kenya,KEN,1755,0,-0.023559,37.906193,#N/A
Kiribati,KIR,1755,0,-3.370417,-168.734039,#N/A
Kuwait,KWT,1755,0,29.31166,47.481766,#N/A
Kyrgyzstan,KGZ,1755,0,41.20438,74.766098,#N/A
Laos,LAO,1755,0,19.85627,102.495496,#N/A
Latvia,LVA,1755,0,56.879635,24.603189,#N/A
Lebanon,LBN,1755,0,33.854721,35.862285,#N/A
Lesotho,LSO,1755,0,-29.609988,28.233608,#N/A
Libya,LBY,1755,0,26.3351,17.228331,#N/A
Liechtenstein,LIE,1755,0,47.166,9.555373,#N/A
Lithuania,LTU,1755,0,55.169438,23.881275,#N/A
Luxembourg,LUX,1755,0,49.815273,6.129583,#N/A
Macao,MAC,1755,0,43.750298,7.412841,#N/A
Macedonia,MKD,1755,0,41.608635,21.745275,#N/A
Madagascar,MDG,1755,0,-18.766947,46.869107,#N/A
Malawi,MWI,1755,0,-13.254308,34.301525,#N/A
Malaysia,MYS,1755,0,4.210484,101.975766,#N/A
Maldives,MDV,1755,0,3.202778,73.22068,#N/A
Mali,MLI,1755,0,17.570692,-3.996166,#N/A
Malta,MLT,1755,0,35.937496,14.375416,#N/A
Marshall Islands,MHL,1755,0,7.131474,171.184478,#N/A
Martinique,MTQ,1755,0,14.641528,-61.024174,#N/A
Mauritania,MRT,1755,0,21.00789,-10.940835,#N/A
Mauritius,MUS,1755,0,-20.348404,57.552152,#N/A
Mexico,MEX,1755,0,24,103,#N/A
Middle East,,1755,0,29,43,#N/A
Moldova,MDA,1755,0,47.411631,28.369885,#N/A
Mongolia,MNG,1755,0,46.862496,103.846656,#N/A
Montenegro,MNE,1755,0,42.708678,19.37439,#N/A
Montserrat,MSR,1755,0,16.742498,-62.187366,#N/A
Morocco,MAR,1755,0,31.791702,-7.09262,#N/A
Mozambique,MOZ,1755,0,-18.665695,35.529562,#N/A
Myanmar,MMR,1755,0,21.913965,95.956223,#N/A
Namibia,NAM,1755,0,-22.95764,18.49041,#N/A
Nauru,NRU,1755,0,-0.522778,166.931503,#N/A
Nepal,NPL,1755,0,28.394857,84.124008,#N/A
Netherlands,NLD,1755,0,52.132633,5.291266,#N/A
New Caledonia,NCL,1755,0,-20.904305,165.618042,#N/A
New Zealand,NZL,1755,0,-40.900557,174.885971,#N/A
Nicaragua,NIC,1755,0,12.865416,-85.207229,#N/A
Niger,NER,1755,0,17.607789,8.081666,#N/A
Nigeria,NGA,1755,0,9.081999,8.675277,#N/A
Niue,NIU,1755,0,-19.054445,-169.867233,#N/A
North Korea,PRK,1755,0,40.4,127.51,#N/A
Norway,NOR,1755,0,60.472024,8.468946,#N/A
Oman,OMN,1755,0,21.512583,55.923255,#N/A
Pakistan,PAK,1755,0,30.375321,69.345116,#N/A
Panama,PAN,1755,0,8.537981,-80.782127,#N/A
Papua New Guinea,PNG,1755,0,-6.314993,143.95555,#N/A
Paraguay,PRY,1755,0,-23.442503,-58.443832,#N/A
Peru,PER,1755,0,-9.189967,-75.015152,#N/A
Philippines,PHL,1755,0,12.879721,121.774017,#N/A
Poland,POL,1755,0,51.919438,19.145136,#N/A
Portugal,PRT,1755,0,39.399872,-8.224454,#N/A
Puerto Rico,PRI,1755,0,18.220833,-66.590149,#N/A
Qatar,QAT,1755,0,25.354826,51.183884,#N/A
Reunion,REU,1755,0,-21.115141,55.536384,#N/A
Romania,ROU,1755,0,45.943161,24.96676,#N/A
Russia,RUS,1755,0,61.52401,105.318756,#N/A
Rwanda,RWA,1755,0,-1.940278,29.873888,#N/A
Saint Helena,SHN,1755,0,-24.143474,-10.030696,#N/A
